accuracy,Precision,Recall,loss,val_accuracy,val_Precision,val_Recall,val_loss
0.530434787273407,0.48672565817832947,0.47826087474823,0.9551225900650024,0.5517241358757019,0.5517241358757019,0.5517241358757019,0.6882743835449219
0.52173912525177,0.5409836173057556,0.573913037776947,0.6941031813621521,0.4482758641242981,0.4482758641242981,0.4482758641242981,0.7174490690231323
0.530434787273407,0.5213675498962402,0.530434787273407,0.6967810392379761,0.4482758641242981,0.4482758641242981,0.4482758641242981,0.6988677978515625
0.5130434632301331,0.5199999809265137,0.4521739184856415,0.6925079822540283,0.3448275923728943,0.4888888895511627,0.7586206793785095,0.6938331127166748
0.52173912525177,0.4834437072277069,0.634782612323761,0.6933316588401794,0.4482758641242981,0.48148149251937866,0.8965517282485962,0.6944680213928223
0.530434787273407,0.4934210479259491,0.6521739363670349,0.6934496164321899,0.4482758641242981,0.4482758641242981,0.4482758641242981,0.6970110535621643
0.5043478012084961,0.5123966932296753,0.539130449295044,0.6923407316207886,0.4482758641242981,0.4054054021835327,0.517241358757019,0.6951195001602173
0.469565212726593,0.4964539110660553,0.6086956262588501,0.6934245228767395,0.4482758641242981,0.4482758641242981,0.4482758641242981,0.6982716917991638
0.530434787273407,0.5126582384109497,0.7043478488922119,0.6910346150398254,0.4482758641242981,0.5,1.0,0.696403443813324
0.5652173757553101,0.5325443744659424,0.782608687877655,0.6863387823104858,0.4482758641242981,0.5,1.0,0.6968848705291748
