accuracy,Precision,Recall,loss,val_accuracy,val_Precision,val_Recall,val_loss
0.4956521689891815,0.4956521689891815,0.4956521689891815,1.0689947605133057,0.4482758641242981,0.4482758641242981,0.4482758641242981,0.7184522151947021
0.539130449295044,0.539130449295044,0.539130449295044,0.6852588057518005,0.4482758641242981,0.4482758641242981,0.4482758641242981,0.6960028409957886
0.46086955070495605,0.46086955070495605,0.46086955070495605,0.694837212562561,0.4482758641242981,0.4482758641242981,0.4482758641242981,0.700150191783905
0.530434787273407,0.530434787273407,0.530434787273407,0.6963014006614685,0.4482758641242981,0.4482758641242981,0.4482758641242981,0.7053607702255249
0.539130449295044,0.539130449295044,0.539130449295044,0.6902580857276917,0.4482758641242981,0.4482758641242981,0.4482758641242981,0.7025216817855835
0.539130449295044,0.539130449295044,0.539130449295044,0.6909113526344299,0.3448275923728943,0.3448275923728943,0.3448275923728943,0.7006257176399231
0.573913037776947,0.573913037776947,0.573913037776947,0.6901398301124573,0.4482758641242981,0.4482758641242981,0.4482758641242981,0.7041026949882507
0.4956521689891815,0.4956521689891815,0.4956521689891815,0.6871713399887085,0.4482758641242981,0.4482758641242981,0.4482758641242981,0.7207013964653015
0.530434787273407,0.530434787273407,0.530434787273407,0.6906246542930603,0.4482758641242981,0.4482758641242981,0.4482758641242981,0.7307797074317932
0.5043478012084961,0.5043478012084961,0.5043478012084961,0.6934683918952942,0.37931033968925476,0.37931033968925476,0.37931033968925476,0.7118008136749268
0.5478261113166809,0.5478261113166809,0.5478261113166809,0.683741569519043,0.37931033968925476,0.37931033968925476,0.37931033968925476,0.7189481258392334
0.5652173757553101,0.5652173757553101,0.5652173757553101,0.6797561049461365,0.4482758641242981,0.4482758641242981,0.4482758641242981,0.7498192191123962
0.52173912525177,0.52173912525177,0.52173912525177,0.6917662024497986,0.3103448152542114,0.3103448152542114,0.3103448152542114,0.7473123669624329
0.573913037776947,0.573913037776947,0.573913037776947,0.6820781826972961,0.3103448152542114,0.3103448152542114,0.3103448152542114,0.7480580806732178
0.6000000238418579,0.6000000238418579,0.6000000238418579,0.6680921912193298,0.37931033968925476,0.37931033968925476,0.37931033968925476,0.7547401189804077
