accuracy,Precision,Recall,loss,val_accuracy,val_Precision,val_Recall,val_loss
0.4000000059604645,0.4000000059604645,0.4000000059604645,0.9929248094558716,0.5517241358757019,0.5517241358757019,0.5517241358757019,0.6892295479774475
0.469565212726593,0.469565212726593,0.469565212726593,0.695922315120697,0.4482758641242981,0.4482758641242981,0.4482758641242981,0.7052406072616577
0.530434787273407,0.530434787273407,0.530434787273407,0.6965625286102295,0.4482758641242981,0.4482758641242981,0.4482758641242981,0.7050315141677856
0.5478261113166809,0.5478261113166809,0.5478261113166809,0.6907158493995667,0.4482758641242981,0.4482758641242981,0.4482758641242981,0.7100688815116882
0.530434787273407,0.530434787273407,0.530434787273407,0.6963904500007629,0.4482758641242981,0.4482758641242981,0.4482758641242981,0.69925856590271
0.47826087474823,0.47826087474823,0.47826087474823,0.6938447952270508,0.4482758641242981,0.4482758641242981,0.4482758641242981,0.6976211667060852
0.48695650696754456,0.48695650696754456,0.48695650696754456,0.6927688121795654,0.4482758641242981,0.4482758641242981,0.4482758641242981,0.6993334293365479
0.52173912525177,0.52173912525177,0.52173912525177,0.6901139616966248,0.4482758641242981,0.4482758641242981,0.4482758641242981,0.7019095420837402
0.5565217137336731,0.5565217137336731,0.5565217137336731,0.6860948801040649,0.4482758641242981,0.4482758641242981,0.4482758641242981,0.7161415815353394
0.530434787273407,0.530434787273407,0.530434787273407,0.6998611688613892,0.4482758641242981,0.4482758641242981,0.4482758641242981,0.7091104984283447
