accuracy,Precision,Recall,loss,val_accuracy,val_Precision,val_Recall,val_loss
0.5565217137336731,0.0,0.0,1.9278113842010498,0.4482758641242981,0.0,0.0,0.6931447386741638
0.530434787273407,0.0,0.0,0.6902730464935303,0.4482758641242981,0.0,0.0,0.6931471824645996
0.530434787273407,0.0,0.0,0.6861238479614258,0.4482758641242981,0.0,0.0,0.6931471824645996
0.530434787273407,0.0,0.0,0.6935638189315796,0.4482758641242981,0.0,0.0,0.6931471824645996
0.530434787273407,0.0,0.0,0.6856279969215393,0.4482758641242981,0.0,0.0,0.6931471824645996
0.530434787273407,0.0,0.0,0.693143367767334,0.4482758641242981,0.0,0.0,0.6931471824645996
0.530434787273407,0.0,0.0,0.6931471824645996,0.4482758641242981,0.0,0.0,0.6931471824645996
0.530434787273407,0.0,0.0,0.6931471824645996,0.4482758641242981,0.0,0.0,0.6931471824645996
0.530434787273407,0.0,0.0,0.6931471824645996,0.4482758641242981,0.0,0.0,0.6931471824645996
0.530434787273407,0.0,0.0,0.6931471824645996,0.4482758641242981,0.0,0.0,0.6931471824645996
